Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh),Stored in batteries (Wh),Discharged from batteries (Wh)
09/01/2025 00:00,0,490,0,516,26,0
09/01/2025 01:00,0,472,0,495,23,0
09/01/2025 02:00,0,465,0,488,23,0
09/01/2025 03:00,0,653,0,677,24,0
09/01/2025 04:00,0,592,0,615,23,0
09/01/2025 05:00,0,475,0,499,24,0
09/01/2025 06:00,407,493,0,384,298,0
09/01/2025 07:00,1435,666,0,674,1443,0
09/01/2025 08:00,2687,988,0,952,2651,0
09/01/2025 09:00,3494,982,0,960,3472,0
09/01/2025 10:00,3698,2673,0,2663,3688,0
09/01/2025 11:00,5539,1399,408,0,3732,0
09/01/2025 12:00,5315,4931,175,0,209,0
09/01/2025 13:00,3731,960,2664,0,107,0
09/01/2025 14:00,3167,811,3174,0,0,818
09/01/2025 15:00,2521,934,2504,0,0,917
09/01/2025 16:00,1614,608,1596,0,0,590
09/01/2025 17:00,1084,683,1066,0,0,665
09/01/2025 18:00,319,1521,296,0,0,1498
09/01/2025 19:00,6,1499,0,12,0,1481
09/01/2025 20:00,0,1337,12,0,0,1349
09/01/2025 21:00,0,1753,0,23,0,1730
09/01/2025 22:00,0,1841,0,9,0,1832
09/01/2025 23:00,0,705,0,4,0,701
09/02/2025 00:00,0,701,0,516,18,203
09/02/2025 01:00,0,585,0,611,26,0
09/02/2025 02:00,0,774,0,798,24,0
09/02/2025 03:00,0,616,0,642,26,0
09/02/2025 04:00,0,587,0,613,26,0
09/02/2025 05:00,0,589,0,613,24,0
09/02/2025 06:00,323,606,0,470,187,0
09/02/2025 07:00,998,619,0,610,989,0
09/02/2025 08:00,3020,999,0,988,3009,0
09/02/2025 09:00,3828,1360,0,1350,3818,0
09/02/2025 10:00,5051,949,0,924,5026,0
09/02/2025 11:00,6007,976,2772,0,2259,0
09/02/2025 12:00,6258,3097,3033,0,128,0
09/02/2025 13:00,6143,719,5313,0,111,0
09/02/2025 14:00,5112,786,5089,0,3,766
09/02/2025 15:00,3566,765,3553,0,0,752
09/02/2025 16:00,2237,746,2226,0,0,735
09/02/2025 17:00,643,664,624,0,0,645
09/02/2025 18:00,227,988,221,0,0,982
09/02/2025 19:00,6,1448,0,16,0,1426
09/02/2025 20:00,0,1336,0,10,0,1326
09/02/2025 21:00,0,1822,0,20,0,1802
09/02/2025 22:00,0,1106,0,19,0,1087
09/02/2025 23:00,0,1122,0,16,0,1106
09/03/2025 00:00,0,795,0,22,0,773
09/03/2025 01:00,0,545,0,204,11,352
09/03/2025 02:00,0,690,0,716,26,0
09/03/2025 03:00,0,450,0,476,26,0
09/03/2025 04:00,0,483,0,507,24,0
09/03/2025 05:00,0,491,0,517,26,0
09/03/2025 06:00,211,582,0,453,82,0
09/03/2025 07:00,1021,1150,0,1136,1007,0
09/03/2025 08:00,3053,546,0,537,3044,0
09/03/2025 09:00,3758,569,0,553,3742,0
09/03/2025 10:00,5016,524,0,514,5006,0
09/03/2025 11:00,5930,998,2665,0,2267,0
09/03/2025 12:00,6398,708,5495,0,195,0
09/03/2025 13:00,6387,991,5286,0,110,0
09/03/2025 14:00,2769,1353,2751,0,2,1337
09/03/2025 15:00,1876,587,1853,0,0,564
09/03/2025 16:00,2187,1268,2174,0,0,1255
09/03/2025 17:00,626,716,614,0,0,704
09/03/2025 18:00,222,1663,228,0,0,1669
09/03/2025 19:00,5,1131,0,3,0,1123
09/03/2025 20:00,0,4814,42,0,0,4856
09/03/2025 21:00,0,1903,0,1208,26,721
09/03/2025 22:00,0,1369,0,1391,22,0
09/03/2025 23:00,0,1153,0,1165,12,0
09/04/2025 00:00,0,759,0,781,22,0
09/04/2025 01:00,0,628,0,652,24,0
09/04/2025 02:00,0,617,0,641,24,0
09/04/2025 03:00,0,624,0,649,25,0
09/04/2025 04:00,0,601,0,627,26,0
09/04/2025 05:00,0,884,0,908,24,0
09/04/2025 06:00,281,721,0,712,272,0
09/04/2025 07:00,1764,934,0,900,1730,0
09/04/2025 08:00,3018,695,0,677,3000,0
09/04/2025 09:00,3703,646,0,622,3679,0
09/04/2025 10:00,4994,633,0,604,4965,0
09/04/2025 11:00,5575,1010,2781,0,1784,0
09/04/2025 12:00,6119,954,5075,0,90,0
09/04/2025 13:00,4683,960,3606,0,117,0
09/04/2025 14:00,3759,1416,3759,0,0,1416
09/04/2025 15:00,3497,572,3489,0,0,564
09/04/2025 16:00,1430,1220,1413,0,0,1203
09/04/2025 17:00,563,852,553,0,0,842
09/04/2025 18:00,188,1404,169,0,0,1385
09/04/2025 19:00,0,1445,10,0,0,1455
09/04/2025 20:00,0,2046,16,0,0,2062
09/04/2025 21:00,0,1515,0,14,0,1501
09/04/2025 22:00,0,1252,0,7,0,1245
09/04/2025 23:00,0,798,0,581,29,246
09/05/2025 00:00,0,515,0,540,25,0
09/05/2025 01:00,0,626,0,651,25,0
09/05/2025 02:00,0,672,0,698,26,0
09/05/2025 03:00,0,475,0,501,26,0
