Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh),Stored in batteries (Wh),Discharged from batteries (Wh)
12/01/2025 00:00,0,788,0,885,97,0
12/01/2025 01:00,0,915,0,934,19,0
12/01/2025 02:00,0,1777,0,1868,91,0
12/01/2025 03:00,0,1696,0,1790,94,0
12/01/2025 04:00,0,1238,0,1331,93,0
12/01/2025 05:00,0,1956,0,2114,158,0
12/01/2025 06:00,0,1944,0,2023,79,0
12/01/2025 07:00,168,1367,0,1438,239,0
12/01/2025 08:00,624,3516,0,3522,630,0
12/01/2025 09:00,1889,4208,0,4228,1909,0
12/01/2025 10:00,2750,6998,0,7021,2773,0
12/01/2025 11:00,3150,4497,0,4582,3235,0
12/01/2025 12:00,3220,4197,0,4248,3271,0
12/01/2025 13:00,1583,3999,0,4032,1616,0
12/01/2025 14:00,475,3260,0,4334,1549,0
12/01/2025 15:00,219,2413,0,2541,347,0
12/01/2025 16:00,4,2089,24,0,3,2112
12/01/2025 17:00,0,3260,26,0,0,3286
12/01/2025 18:00,0,2458,29,0,0,2487
12/01/2025 19:00,0,2967,36,0,0,3003
12/01/2025 20:00,0,2610,0,1264,37,1383
12/01/2025 21:00,0,1987,0,1996,9,0
12/01/2025 22:00,0,2633,0,2638,5,0
12/01/2025 23:00,0,1516,0,1586,70,0
12/02/2025 00:00,0,2266,0,2395,129,0
12/02/2025 01:00,0,2197,0,2261,64,0
12/02/2025 02:00,0,2368,0,2494,126,0
12/02/2025 03:00,0,1813,0,1957,144,0
12/02/2025 04:00,0,2695,0,2802,107,0
12/02/2025 05:00,0,2589,0,2699,110,0
12/02/2025 06:00,0,2557,0,2700,143,0
12/02/2025 07:00,33,1959,0,1994,68,0
12/02/2025 08:00,332,3136,0,3153,349,0
12/02/2025 09:00,384,4013,0,4037,408,0
12/02/2025 10:00,329,5435,0,5464,358,0
12/02/2025 11:00,303,5316,0,5342,329,0
12/02/2025 12:00,272,3778,0,3811,305,0
12/02/2025 13:00,230,4422,0,4455,263,0
12/02/2025 14:00,111,2380,0,2956,687,0
12/02/2025 15:00,8,2634,0,3390,764,0
12/02/2025 16:00,0,2709,0,403,6,2312
12/02/2025 17:00,0,3213,0,3327,114,0
12/02/2025 18:00,0,2974,0,2945,190,219
12/02/2025 19:00,0,3215,0,1778,10,1447
12/02/2025 20:00,0,2893,0,5823,2930,0
12/02/2025 21:00,0,3315,0,3391,76,0
12/02/2025 22:00,0,2619,0,2755,137,1
12/02/2025 23:00,0,1919,0,2044,125,0
12/03/2025 00:00,0,1966,0,2084,118,0
12/03/2025 01:00,0,2079,0,2177,98,0
12/03/2025 02:00,0,2163,0,2216,53,0
12/03/2025 03:00,0,2092,0,2212,120,0
12/03/2025 04:00,0,2472,0,2598,126,0
12/03/2025 05:00,0,2531,0,2605,75,1
12/03/2025 06:00,0,2517,0,2634,117,0
12/03/2025 07:00,43,1822,0,1873,94,0
12/03/2025 08:00,254,1423,0,1444,275,0
12/03/2025 09:00,870,2407,0,2421,884,0
12/03/2025 10:00,2472,2047,0,2096,2521,0
12/03/2025 11:00,2777,1942,0,2023,2858,0
12/03/2025 12:00,2685,2326,0,2381,2740,0
12/03/2025 13:00,1907,2092,0,2127,1942,0
12/03/2025 14:00,925,1637,0,1666,954,0
12/03/2025 15:00,317,2505,0,3439,1251,0
12/03/2025 16:00,3,2245,22,0,3,2267
12/03/2025 17:00,0,2560,0,2,0,2558
12/03/2025 18:00,0,3201,79,0,0,3280
12/03/2025 19:00,0,3005,0,607,6,2404
12/03/2025 20:00,0,2990,0,2994,4,0
12/03/2025 21:00,0,3429,0,3433,4,0
12/03/2025 22:00,0,1939,0,1998,59,0
12/03/2025 23:00,0,1541,0,1612,71,0
12/04/2025 00:00,0,3658,0,3781,123,0
12/04/2025 01:00,0,3425,0,3547,122,0
12/04/2025 02:00,0,4260,0,4363,103,0
12/04/2025 03:00,0,4150,0,4398,249,1
12/04/2025 04:00,0,4035,0,4156,121,0
12/04/2025 05:00,0,4048,0,4141,93,0
12/04/2025 06:00,0,4239,0,4346,107,0
12/04/2025 07:00,44,4458,0,4580,166,0
12/04/2025 08:00,798,4804,0,4827,821,0
12/04/2025 09:00,1280,5744,0,5763,1299,0
12/04/2025 10:00,885,7549,0,7590,926,0
12/04/2025 11:00,1104,5688,0,5700,1116,0
12/04/2025 12:00,2271,5426,0,5488,2333,0
12/04/2025 13:00,1723,3932,0,3977,1768,0
12/04/2025 14:00,556,1525,0,3784,2815,0
12/04/2025 15:00,169,2744,0,4465,1890,0
12/04/2025 16:00,6,2721,2,0,6,2723
12/04/2025 17:00,0,2978,51,0,0,3029
12/04/2025 18:00,0,3327,0,1,0,3326
12/04/2025 19:00,0,3749,0,2634,6,1121
12/04/2025 20:00,0,3095,0,3095,0,0
12/04/2025 21:00,1,4459,0,4458,0,0
12/04/2025 22:00,0,2368,0,2416,48,0
12/04/2025 23:00,0,2304,0,2471,167,0
12/05/2025 00:00,0,3346,0,3512,166,0
12/05/2025 01:00,0,2954,0,3100,146,0
12/05/2025 02:00,0,3202,0,3344,142,0
12/05/2025 03:00,0,3247,0,3393,146,0
12/05/2025 04:00,0,3397,0,3550,153,0
12/05/2025 05:00,0,3607,0,3756,150,1
12/05/2025 06:00,0,3591,0,3759,168,0
12/05/2025 07:00,149,3346,0,3400,203,0
12/05/2025 08:00,607,5223,0,5237,621,0
12/05/2025 09:00,1757,5060,0,5106,1803,0
12/05/2025 10:00,3007,4453,0,3668,2222,0
12/05/2025 11:00,3522,4937,0,3645,2230,0
12/05/2025 12:00,3267,4485,0,3459,2241,0
12/05/2025 13:00,1600,3318,0,3314,1596,0
12/05/2025 14:00,509,3054,0,4272,1727,0
12/05/2025 15:00,146,3217,0,4552,1481,0
12/05/2025 16:00,5,3519,13,9,14,3532
12/05/2025 17:00,0,3581,40,0,0,3621
12/05/2025 18:00,0,3375,53,0,0,3428
12/05/2025 19:00,0,3361,0,2911,10,460
12/05/2025 20:00,0,3605,0,3605,0,0
12/05/2025 21:00,0,6453,0,6457,4,0
12/05/2025 22:00,0,1857,0,1956,99,0
12/05/2025 23:00,0,1245,0,1329,84,0
12/06/2025 00:00,0,2610,0,2712,102,0
12/06/2025 01:00,0,2469,0,2543,74,0
12/06/2025 02:00,0,2438,0,2544,106,0
12/06/2025 03:00,0,2527,0,2637,110,0
12/06/2025 04:00,0,2444,0,2543,99,0
12/06/2025 05:00,0,2511,0,2650,139,0
12/06/2025 06:00,0,2851,0,3004,153,0
12/06/2025 07:00,31,2759,0,2906,178,0
12/06/2025 08:00,416,3344,0,3346,418,0
12/06/2025 09:00,802,2572,0,2598,828,0
12/06/2025 10:00,608,2743,0,2773,638,0
12/06/2025 11:00,1069,2267,0,2296,1098,0
12/06/2025 12:00,795,3513,0,3536,818,0
12/06/2025 13:00,1087,2734,0,2753,1106,0
12/06/2025 14:00,632,2261,0,5236,3607,0
12/06/2025 15:00,201,2819,0,6943,4325,0
12/06/2025 16:00,3,1330,0,26,8,1309
12/06/2025 17:00,0,3489,51,0,0,3540
12/06/2025 18:00,0,2711,56,0,0,2767
12/06/2025 19:00,0,2965,0,463,8,2510
12/06/2025 20:00,0,2634,0,2638,4,0
12/06/2025 21:00,0,2282,0,2284,2,0
12/06/2025 22:00,0,1843,0,1905,62,0
12/06/2025 23:00,0,2076,0,2151,75,0
12/07/2025 00:00,0,2186,0,2303,117,0
12/07/2025 01:00,0,2402,0,2510,108,0
12/07/2025 02:00,0,2580,0,2724,144,0
12/07/2025 03:00,0,2492,0,2584,92,0
12/07/2025 04:00,0,2548,0,2722,174,0
12/07/2025 05:00,0,2645,0,2701,56,0
12/07/2025 06:00,0,2791,0,2897,106,0
12/07/2025 07:00,120,3458,0,3510,172,0
12/07/2025 08:00,599,2595,0,2616,620,0
12/07/2025 09:00,1641,2517,0,2550,1674,0
12/07/2025 10:00,2758,2409,0,2473,2822,0
12/07/2025 11:00,3586,2284,0,2306,3608,0
12/07/2025 12:00,1316,2903,0,2936,1349,0
12/07/2025 13:00,882,2855,0,3052,1079,0
12/07/2025 14:00,855,3456,0,5111,2510,0
12/07/2025 15:00,206,2236,0,2654,624,0
12/07/2025 16:00,0,2533,58,1,1,2591
12/07/2025 17:00,0,2583,36,0,0,2619
12/07/2025 18:00,0,2079,10,0,0,2089
12/07/2025 19:00,0,2866,55,0,0,2921
12/07/2025 20:00,0,6251,0,5169,27,1109
12/07/2025 21:00,0,2279,0,2281,2,0
12/07/2025 22:00,0,2369,0,2373,4,0
12/07/2025 23:00,0,1441,0,1530,89,0
12/08/2025 00:00,0,1948,0,2099,151,0
12/08/2025 01:00,0,2357,0,2442,85,0
12/08/2025 02:00,0,2487,0,2668,181,0
12/08/2025 03:00,0,2498,0,2560,62,0
12/08/2025 04:00,0,2664,0,2822,158,0
12/08/2025 05:00,0,2659,0,2744,85,0
12/08/2025 06:00,0,2705,0,2853,148,0
12/08/2025 07:00,145,2605,0,2636,176,0
12/08/2025 08:00,647,1717,0,1738,668,0
12/08/2025 09:00,1780,2610,0,2614,1784,0
12/08/2025 10:00,2920,2729,0,2283,2474,0
12/08/2025 11:00,3351,2517,0,2620,3454,0
12/08/2025 12:00,2689,2664,0,2741,2766,0
12/08/2025 13:00,1536,2575,0,2622,1583,0
12/08/2025 14:00,612,2423,0,2854,1043,0
